polygon_name,WKT
Pesona Square Depok,"POLYGON ((106.8449895 -6.380065, 106.84498805782563 -6.380094356133529, 106.84498374519148 -6.3801234295514435, 106.84497660363056 -6.380151940260838, 106.84496670191999 -6.380179613687994, 106.84495413541867 -6.380206183322679, 106.84493902514889 -6.38023139328479, 106.84492151663078 -6.380255000788607, 106.84490177848096 -6.380276778480965, 106.8448800007886 -6.380296516630782, 106.84485639328479 -6.380314025148885, 106.84483118332268 -6.380329135418672, 106.844804613688 -6.3803417019199875, 106.84477694026084 -6.380351603630552, 106.84474842955144 -6.380358745191481, 106.84471935613352 -6.3803630578256385, 106.84469 -6.3803645, 106.84466064386648 -6.3803630578256385, 106.84463157044856 -6.380358745191481, 106.84460305973916 -6.380351603630552, 106.844575386312 -6.3803417019199875, 106.84454881667732 -6.380329135418672, 106.84452360671521 -6.380314025148885, 106.8444999992114 -6.380296516630782, 106.84447822151904 -6.380276778480965, 106.84445848336922 -6.380255000788607, 106.84444097485111 -6.38023139328479, 106.84442586458132 -6.380206183322679, 106.84441329808001 -6.380179613687994, 106.84440339636944 -6.380151940260838, 106.84439625480852 -6.3801234295514435, 106.84439194217437 -6.380094356133529, 106.8443905 -6.380065, 106.84439194217437 -6.380035643866472, 106.84439625480852 -6.380006570448557, 106.84440339636944 -6.379978059739162, 106.84441329808001 -6.379950386312006, 106.84442586458132 -6.379923816677321, 106.84444097485111 -6.37989860671521, 106.84445848336922 -6.379874999211393, 106.84447822151904 -6.379853221519035, 106.8444999992114 -6.379833483369218, 106.84452360671521 -6.379815974851115, 106.84454881667732 -6.379800864581328, 106.844575386312 -6.379788298080013, 106.84460305973916 -6.379778396369448, 106.84463157044856 -6.379771254808519, 106.84466064386648 -6.379766942174362, 106.84469 -6.3797655, 106.84471935613352 -6.379766942174362, 106.84474842955144 -6.379771254808519, 106.84477694026084 -6.379778396369448, 106.844804613688 -6.379788298080013, 106.84483118332268 -6.379800864581328, 106.84485639328479 -6.379815974851115, 106.8448800007886 -6.379833483369218, 106.84490177848096 -6.379853221519035, 106.84492151663078 -6.379874999211393, 106.84493902514889 -6.37989860671521, 106.84495413541867 -6.379923816677321, 106.84496670191999 -6.379950386312006, 106.84497660363056 -6.379978059739162, 106.84498374519148 -6.380006570448557, 106.84498805782563 -6.380035643866472, 106.8449895 -6.380065))"
RS Cito Karawang,"POLYGON ((107.27839949999999 -6.30541, 107.27839805782563 -6.305439356133529, 107.27839374519148 -6.305468429551444, 107.27838660363055 -6.305496940260838, 107.27837670191998 -6.305524613687994, 107.27836413541867 -6.305551183322679, 107.27834902514888 -6.30557639328479, 107.27833151663077 -6.3056000007886075, 107.27831177848095 -6.305621778480965, 107.2782900007886 -6.305641516630782, 107.27826639328478 -6.305659025148885, 107.27824118332268 -6.3056741354186725, 107.278214613688 -6.305686701919988, 107.27818694026084 -6.305696603630552, 107.27815842955144 -6.305703745191481, 107.27812935613352 -6.305708057825639, 107.2781 -6.3057095, 107.27807064386647 -6.305708057825639, 107.27804157044855 -6.305703745191481, 107.27801305973915 -6.305696603630552, 107.277985386312 -6.305686701919988, 107.27795881667731 -6.3056741354186725, 107.27793360671521 -6.305659025148885, 107.27790999921139 -6.305641516630782, 107.27788822151904 -6.305621778480965, 107.27786848336922 -6.3056000007886075, 107.2778509748511 -6.30557639328479, 107.27783586458132 -6.305551183322679, 107.27782329808001 -6.305524613687994, 107.27781339636944 -6.305496940260838, 107.27780625480851 -6.305468429551444, 107.27780194217436 -6.305439356133529, 107.2778005 -6.30541, 107.27780194217436 -6.305380643866472, 107.27780625480851 -6.305351570448557, 107.27781339636944 -6.3053230597391625, 107.27782329808001 -6.3052953863120065, 107.27783586458132 -6.305268816677321, 107.2778509748511 -6.3052436067152104, 107.27786848336922 -6.305219999211393, 107.27788822151904 -6.305198221519035, 107.27790999921139 -6.305178483369218, 107.27793360671521 -6.305160974851115, 107.27795881667731 -6.305145864581328, 107.277985386312 -6.305133298080013, 107.27801305973915 -6.305123396369448, 107.27804157044855 -6.305116254808519, 107.27807064386647 -6.305111942174362, 107.2781 -6.3051105000000005, 107.27812935613352 -6.305111942174362, 107.27815842955144 -6.305116254808519, 107.27818694026084 -6.305123396369448, 107.278214613688 -6.305133298080013, 107.27824118332268 -6.305145864581328, 107.27826639328478 -6.305160974851115, 107.2782900007886 -6.305178483369218, 107.27831177848095 -6.305198221519035, 107.27833151663077 -6.305219999211393, 107.27834902514888 -6.3052436067152104, 107.27836413541867 -6.305268816677321, 107.27837670191998 -6.3052953863120065, 107.27838660363055 -6.3053230597391625, 107.27839374519148 -6.305351570448557, 107.27839805782563 -6.305380643866472, 107.27839949999999 -6.30541))"
Apartemen Patria Park (Pico & 3G Pico Le,"POLYGON ((106.8761285 -6.243754, 106.87612705782563 -6.2437833561335285, 106.87612274519148 -6.243812429551443, 106.87611560363055 -6.243840940260838, 106.87610570191998 -6.243868613687994, 106.87609313541867 -6.243895183322679, 106.87607802514889 -6.24392039328479, 106.87606051663077 -6.243944000788607, 106.87604077848096 -6.243965778480965, 106.8760190007886 -6.243985516630782, 106.87599539328478 -6.244003025148885, 106.87597018332268 -6.244018135418672, 106.875943613688 -6.244030701919987, 106.87591594026084 -6.244040603630552, 106.87588742955144 -6.244047745191481, 106.87585835613352 -6.244052057825638, 106.875829 -6.2440535, 106.87579964386647 -6.244052057825638, 106.87577057044855 -6.244047745191481, 106.87574205973915 -6.244040603630552, 106.875714386312 -6.244030701919987, 106.87568781667731 -6.244018135418672, 106.87566260671521 -6.244003025148885, 106.87563899921139 -6.243985516630782, 106.87561722151904 -6.243965778480965, 106.87559748336922 -6.243944000788607, 106.8755799748511 -6.24392039328479, 106.87556486458132 -6.243895183322679, 106.87555229808001 -6.243868613687994, 106.87554239636944 -6.243840940260838, 106.87553525480851 -6.243812429551443, 106.87553094217436 -6.2437833561335285, 106.8755295 -6.243754, 106.87553094217436 -6.2437246438664715, 106.87553525480851 -6.243695570448557, 106.87554239636944 -6.243667059739162, 106.87555229808001 -6.243639386312006, 106.87556486458132 -6.243612816677321, 106.8755799748511 -6.24358760671521, 106.87559748336922 -6.243563999211393, 106.87561722151904 -6.243542221519035, 106.87563899921139 -6.243522483369218, 106.87566260671521 -6.243504974851115, 106.87568781667731 -6.243489864581328, 106.875714386312 -6.243477298080013, 106.87574205973915 -6.243467396369448, 106.87577057044855 -6.243460254808519, 106.87579964386647 -6.243455942174362, 106.875829 -6.2434545, 106.87585835613352 -6.243455942174362, 106.87588742955144 -6.243460254808519, 106.87591594026084 -6.243467396369448, 106.875943613688 -6.243477298080013, 106.87597018332268 -6.243489864581328, 106.87599539328478 -6.243504974851115, 106.8760190007886 -6.243522483369218, 106.87604077848096 -6.243542221519035, 106.87606051663077 -6.243563999211393, 106.87607802514889 -6.24358760671521, 106.87609313541867 -6.243612816677321, 106.87610570191998 -6.243639386312006, 106.87611560363055 -6.243667059739162, 106.87612274519148 -6.243695570448557, 106.87612705782563 -6.2437246438664715, 106.8761285 -6.243754))"
Bassura Tower ABCHJ,"POLYGON ((106.8787662 -6.223661111, 106.87876475782564 -6.223690467133529, 106.87876044519149 -6.223719540551444, 106.87875330363056 -6.223748051260838, 106.87874340191999 -6.223775724687994, 106.87873083541868 -6.223802294322679, 106.8787157251489 -6.22382750428479, 106.87869821663078 -6.2238511117886075, 106.87867847848096 -6.223872889480965, 106.87865670078861 -6.223892627630782, 106.87863309328479 -6.223910136148885, 106.87860788332269 -6.2239252464186725, 106.878581313688 -6.223937812919988, 106.87855364026085 -6.223947714630552, 106.87852512955145 -6.223954856191481, 106.87849605613353 -6.223959168825639, 106.8784667 -6.223960611, 106.87843734386648 -6.223959168825639, 106.87840827044856 -6.223954856191481, 106.87837975973916 -6.223947714630552, 106.878352086312 -6.223937812919988, 106.87832551667732 -6.2239252464186725, 106.87830030671522 -6.223910136148885, 106.8782766992114 -6.223892627630782, 106.87825492151904 -6.223872889480965, 106.87823518336923 -6.2238511117886075, 106.87821767485111 -6.22382750428479, 106.87820256458133 -6.223802294322679, 106.87818999808002 -6.223775724687994, 106.87818009636945 -6.223748051260838, 106.87817295480852 -6.223719540551444, 106.87816864217437 -6.223690467133529, 106.87816720000001 -6.223661111, 106.87816864217437 -6.223631754866472, 106.87817295480852 -6.223602681448557, 106.87818009636945 -6.2235741707391625, 106.87818999808002 -6.2235464973120065, 106.87820256458133 -6.223519927677321, 106.87821767485111 -6.2234947177152105, 106.87823518336923 -6.223471110211393, 106.87825492151904 -6.223449332519035, 106.8782766992114 -6.223429594369218, 106.87830030671522 -6.223412085851115, 106.87832551667732 -6.223396975581328, 106.878352086312 -6.223384409080013, 106.87837975973916 -6.223374507369448, 106.87840827044856 -6.223367365808519, 106.87843734386648 -6.223363053174362, 106.8784667 -6.2233616110000005, 106.87849605613353 -6.223363053174362, 106.87852512955145 -6.223367365808519, 106.87855364026085 -6.223374507369448, 106.878581313688 -6.223384409080013, 106.87860788332269 -6.223396975581328, 106.87863309328479 -6.223412085851115, 106.87865670078861 -6.223429594369218, 106.87867847848096 -6.223449332519035, 106.87869821663078 -6.223471110211393, 106.8787157251489 -6.2234947177152105, 106.87873083541868 -6.223519927677321, 106.87874340191999 -6.2235464973120065, 106.87875330363056 -6.2235741707391625, 106.87876044519149 -6.223602681448557, 106.87876475782564 -6.223631754866472, 106.8787662 -6.223661111))"
Cibubur Square,"POLYGON ((106.89028005555556 -6.340177777777778, 106.8902786133812 -6.340207133911306, 106.89027430074705 -6.340236207329221, 106.89026715918612 -6.340264718038616, 106.89025725747555 -6.340292391465772, 106.89024469097424 -6.340318961100457, 106.89022958070446 -6.340344171062568, 106.89021207218634 -6.340367778566385, 106.89019233403653 -6.340389556258743, 106.89017055634417 -6.34040929440856, 106.89014694884035 -6.340426802926663, 106.89012173887825 -6.34044191319645, 106.89009516924357 -6.340454479697765, 106.89006749581641 -6.34046438140833, 106.89003898510701 -6.340471522969259, 106.89000991168909 -6.340475835603416, 106.88998055555557 -6.340477277777778, 106.88995119942204 -6.340475835603416, 106.88992212600412 -6.340471522969259, 106.88989361529472 -6.34046438140833, 106.88986594186757 -6.340454479697765, 106.88983937223288 -6.34044191319645, 106.88981416227078 -6.340426802926663, 106.88979055476696 -6.34040929440856, 106.88976877707461 -6.340389556258743, 106.88974903892479 -6.340367778566385, 106.88973153040668 -6.340344171062568, 106.88971642013689 -6.340318961100457, 106.88970385363558 -6.340292391465772, 106.88969395192501 -6.340264718038616, 106.88968681036408 -6.340236207329221, 106.88968249772994 -6.340207133911306, 106.88968105555557 -6.340177777777778, 106.88968249772994 -6.340148421644249, 106.88968681036408 -6.3401193482263345, 106.88969395192501 -6.34009083751694, 106.88970385363558 -6.340063164089784, 106.88971642013689 -6.340036594455099, 106.88973153040668 -6.340011384492988, 106.88974903892479 -6.339987776989171, 106.88976877707461 -6.339965999296813, 106.88979055476696 -6.339946261146996, 106.88981416227078 -6.339928752628893, 106.88983937223288 -6.339913642359106, 106.88986594186757 -6.3399010758577905, 106.88989361529472 -6.339891174147226, 106.88992212600412 -6.339884032586297, 106.88995119942204 -6.3398797199521395, 106.88998055555557 -6.339878277777778, 106.89000991168909 -6.3398797199521395, 106.89003898510701 -6.339884032586297, 106.89006749581641 -6.339891174147226, 106.89009516924357 -6.3399010758577905, 106.89012173887825 -6.339913642359106, 106.89014694884035 -6.339928752628893, 106.89017055634417 -6.339946261146996, 106.89019233403653 -6.339965999296813, 106.89021207218634 -6.339987776989171, 106.89022958070446 -6.340011384492988, 106.89024469097424 -6.340036594455099, 106.89025725747555 -6.340063164089784, 106.89026715918612 -6.34009083751694, 106.89027430074705 -6.3401193482263345, 106.8902786133812 -6.340148421644249, 106.89028005555556 -6.340177777777778))"
RS Mitra Keluarga Kalideres,"POLYGON ((106.7025995 -6.149638888888889, 106.70259805782564 -6.149668245022418, 106.70259374519149 -6.1496973184403325, 106.70258660363056 -6.149725829149727, 106.70257670192 -6.149753502576883, 106.70256413541868 -6.149780072211568, 106.7025490251489 -6.149805282173679, 106.70253151663078 -6.149828889677496, 106.70251177848097 -6.149850667369854, 106.70249000078861 -6.149870405519671, 106.7024663932848 -6.149887914037774, 106.70244118332269 -6.149903024307561, 106.702414613688 -6.1499155908088765, 106.70238694026085 -6.149925492519441, 106.70235842955145 -6.14993263408037, 106.70232935613353 -6.1499369467145275, 106.70230000000001 -6.149938388888889, 106.70227064386648 -6.1499369467145275, 106.70224157044856 -6.14993263408037, 106.70221305973917 -6.149925492519441, 106.70218538631201 -6.1499155908088765, 106.70215881667733 -6.149903024307561, 106.70213360671522 -6.149887914037774, 106.7021099992114 -6.149870405519671, 106.70208822151905 -6.149850667369854, 106.70206848336923 -6.149828889677496, 106.70205097485112 -6.149805282173679, 106.70203586458133 -6.149780072211568, 106.70202329808002 -6.149753502576883, 106.70201339636945 -6.149725829149727, 106.70200625480852 -6.1496973184403325, 106.70200194217438 -6.149668245022418, 106.70200050000001 -6.149638888888889, 106.70200194217438 -6.149609532755361, 106.70200625480852 -6.149580459337446, 106.70201339636945 -6.149551948628051, 106.70202329808002 -6.149524275200895, 106.70203586458133 -6.14949770556621, 106.70205097485112 -6.149472495604099, 106.70206848336923 -6.149448888100282, 106.70208822151905 -6.149427110407924, 106.7021099992114 -6.149407372258107, 106.70213360671522 -6.149389863740004, 106.70215881667733 -6.149374753470217, 106.70218538631201 -6.149362186968902, 106.70221305973917 -6.149352285258337, 106.70224157044856 -6.149345143697408, 106.70227064386648 -6.149340831063251, 106.70230000000001 -6.149339388888889, 106.70232935613353 -6.149340831063251, 106.70235842955145 -6.149345143697408, 106.70238694026085 -6.149352285258337, 106.702414613688 -6.149362186968902, 106.70244118332269 -6.149374753470217, 106.7024663932848 -6.149389863740004, 106.70249000078861 -6.149407372258107, 106.70251177848097 -6.149427110407924, 106.70253151663078 -6.149448888100282, 106.7025490251489 -6.149472495604099, 106.70256413541868 -6.14949770556621, 106.70257670192 -6.149524275200895, 106.70258660363056 -6.149551948628051, 106.70259374519149 -6.149580459337446, 106.70259805782564 -6.149609532755361, 106.7025995 -6.149638888888889))"
Millenium Centenial Center,"POLYGON ((106.82138838888888 -6.214575, 106.82138694671451 -6.2146043561335285, 106.82138263408036 -6.214633429551443, 106.82137549251944 -6.214661940260838, 106.82136559080887 -6.214689613687994, 106.82135302430756 -6.214716183322679, 106.82133791403777 -6.21474139328479, 106.82132040551966 -6.214765000788607, 106.82130066736984 -6.214786778480965, 106.82127888967749 -6.214806516630782, 106.82125528217367 -6.214824025148885, 106.82123007221156 -6.214839135418672, 106.82120350257688 -6.214851701919987, 106.82117582914972 -6.214861603630552, 106.82114731844032 -6.214868745191481, 106.8211182450224 -6.214873057825638, 106.82108888888888 -6.2148745, 106.82105953275536 -6.214873057825638, 106.82103045933744 -6.214868745191481, 106.82100194862804 -6.214861603630552, 106.82097427520088 -6.214851701919987, 106.8209477055662 -6.214839135418672, 106.8209224956041 -6.214824025148885, 106.82089888810027 -6.214806516630782, 106.82087711040792 -6.214786778480965, 106.8208573722581 -6.214765000788607, 106.82083986373999 -6.21474139328479, 106.8208247534702 -6.214716183322679, 106.8208121869689 -6.214689613687994, 106.82080228525832 -6.214661940260838, 106.8207951436974 -6.214633429551443, 106.82079083106325 -6.2146043561335285, 106.82078938888888 -6.214575, 106.82079083106325 -6.2145456438664715, 106.8207951436974 -6.2145165704485565, 106.82080228525832 -6.214488059739162, 106.8208121869689 -6.214460386312006, 106.8208247534702 -6.214433816677321, 106.82083986373999 -6.21440860671521, 106.8208573722581 -6.214384999211393, 106.82087711040792 -6.214363221519035, 106.82089888810027 -6.214343483369218, 106.8209224956041 -6.214325974851115, 106.8209477055662 -6.214310864581328, 106.82097427520088 -6.2142982980800126, 106.82100194862804 -6.214288396369448, 106.82103045933744 -6.214281254808519, 106.82105953275536 -6.2142769421743616, 106.82108888888888 -6.2142755, 106.8211182450224 -6.2142769421743616, 106.82114731844032 -6.214281254808519, 106.82117582914972 -6.214288396369448, 106.82120350257688 -6.2142982980800126, 106.82123007221156 -6.214310864581328, 106.82125528217367 -6.214325974851115, 106.82127888967749 -6.214343483369218, 106.82130066736984 -6.214363221519035, 106.82132040551966 -6.214384999211393, 106.82133791403777 -6.21440860671521, 106.82135302430756 -6.214433816677321, 106.82136559080887 -6.214460386312006, 106.82137549251944 -6.214488059739162, 106.82138263408036 -6.2145165704485565, 106.82138694671451 -6.2145456438664715, 106.82138838888888 -6.214575))"
PAKUBUWONO_SPRING,"POLYGON ((106.7871995 -6.232955555555556, 106.78719805782563 -6.232984911689084, 106.78719374519149 -6.233013985106999, 106.78718660363056 -6.2330424958163935, 106.78717670191999 -6.2330701692435495, 106.78716413541868 -6.233096738878235, 106.78714902514889 -6.2331219488403455, 106.78713151663078 -6.233145556344163, 106.78711177848096 -6.233167334036521, 106.78709000078861 -6.233187072186338, 106.78706639328479 -6.233204580704441, 106.78704118332269 -6.233219690974228, 106.787014613688 -6.233232257475543, 106.78698694026085 -6.233242159186108, 106.78695842955145 -6.233249300747037, 106.78692935613353 -6.233253613381194, 106.7869 -6.2332550555555555, 106.78687064386648 -6.233253613381194, 106.78684157044856 -6.233249300747037, 106.78681305973916 -6.233242159186108, 106.786785386312 -6.233232257475543, 106.78675881667732 -6.233219690974228, 106.78673360671522 -6.233204580704441, 106.7867099992114 -6.233187072186338, 106.78668822151904 -6.233167334036521, 106.78666848336923 -6.233145556344163, 106.78665097485111 -6.2331219488403455, 106.78663586458133 -6.233096738878235, 106.78662329808002 -6.2330701692435495, 106.78661339636945 -6.2330424958163935, 106.78660625480852 -6.233013985106999, 106.78660194217437 -6.232984911689084, 106.7866005 -6.232955555555556, 106.78660194217437 -6.232926199422027, 106.78660625480852 -6.232897126004112, 106.78661339636945 -6.232868615294718, 106.78662329808002 -6.232840941867562, 106.78663586458133 -6.232814372232877, 106.78665097485111 -6.232789162270766, 106.78666848336923 -6.2327655547669485, 106.78668822151904 -6.232743777074591, 106.7867099992114 -6.232724038924774, 106.78673360671522 -6.232706530406671, 106.78675881667732 -6.2326914201368835, 106.786785386312 -6.232678853635568, 106.78681305973916 -6.232668951925004, 106.78684157044856 -6.232661810364075, 106.78687064386648 -6.232657497729917, 106.7869 -6.232656055555556, 106.78692935613353 -6.232657497729917, 106.78695842955145 -6.232661810364075, 106.78698694026085 -6.232668951925004, 106.787014613688 -6.232678853635568, 106.78704118332269 -6.2326914201368835, 106.78706639328479 -6.232706530406671, 106.78709000078861 -6.232724038924774, 106.78711177848096 -6.232743777074591, 106.78713151663078 -6.2327655547669485, 106.78714902514889 -6.232789162270766, 106.78716413541868 -6.232814372232877, 106.78717670191999 -6.232840941867562, 106.78718660363056 -6.232868615294718, 106.78719374519149 -6.232897126004112, 106.78719805782563 -6.232926199422027, 106.7871995 -6.232955555555556))"
RSIA BRAWIJAYAJAKARTA,"POLYGON ((106.80779116666666 -6.257558333333334, 106.8077897244923 -6.257587689466862, 106.80778541185815 -6.257616762884777, 106.80777827029722 -6.257645273594171, 106.80776836858665 -6.2576729470213275, 106.80775580208534 -6.257699516656013, 106.80774069181555 -6.2577247266181235, 106.80772318329744 -6.257748334121941, 106.80770344514762 -6.257770111814299, 106.80768166745527 -6.257789849964116, 106.80765805995145 -6.257807358482219, 106.80763284998935 -6.257822468752006, 106.80760628035466 -6.257835035253321, 106.8075786069275 -6.2578449369638856, 106.80755009621811 -6.257852078524815, 106.80752102280019 -6.257856391158972, 106.80749166666666 -6.2578578333333335, 106.80746231053314 -6.257856391158972, 106.80743323711522 -6.257852078524815, 106.80740472640582 -6.2578449369638856, 106.80737705297867 -6.257835035253321, 106.80735048334398 -6.257822468752006, 106.80732527338188 -6.257807358482219, 106.80730166587806 -6.257789849964116, 106.8072798881857 -6.257770111814299, 106.80726015003589 -6.257748334121941, 106.80724264151777 -6.2577247266181235, 106.80722753124799 -6.257699516656013, 106.80721496474668 -6.2576729470213275, 106.80720506303611 -6.257645273594171, 106.80719792147518 -6.257616762884777, 106.80719360884103 -6.257587689466862, 106.80719216666667 -6.257558333333334, 106.80719360884103 -6.257528977199805, 106.80719792147518 -6.25749990378189, 106.80720506303611 -6.257471393072496, 106.80721496474668 -6.25744371964534, 106.80722753124799 -6.257417150010655, 106.80724264151777 -6.257391940048544, 106.80726015003589 -6.2573683325447265, 106.8072798881857 -6.257346554852369, 106.80730166587806 -6.257326816702552, 106.80732527338188 -6.257309308184449, 106.80735048334398 -6.2572941979146615, 106.80737705297867 -6.257281631413346, 106.80740472640582 -6.257271729702782, 106.80743323711522 -6.257264588141853, 106.80746231053314 -6.257260275507695, 106.80749166666666 -6.257258833333334, 106.80752102280019 -6.257260275507695, 106.80755009621811 -6.257264588141853, 106.8075786069275 -6.257271729702782, 106.80760628035466 -6.257281631413346, 106.80763284998935 -6.2572941979146615, 106.80765805995145 -6.257309308184449, 106.80768166745527 -6.257326816702552, 106.80770344514762 -6.257346554852369, 106.80772318329744 -6.2573683325447265, 106.80774069181555 -6.257391940048544, 106.80775580208534 -6.257417150010655, 106.80776836858665 -6.25744371964534, 106.80777827029722 -6.257471393072496, 106.80778541185815 -6.25749990378189, 106.8077897244923 -6.257528977199805, 106.80779116666666 -6.257558333333334))"
